,STORE_TYPE,STORE_NAME,ADDRESS_ID,ADDRESS_LINE1,ADDRESS_LINE2,CITY,STATE,ZIP,PHONE,HOURS,SNAP,SIC,NAICS_EXT,SALES_VOL,HDBRCH,NUMBER_EMP,EMPSIZ,FRNCOD,SQFT,SOURCE,POINT_X,POINT_Y,HCSI,NBHD_NAME,COUNCIL_DISTRICT,GLOBALID
227,Small Grocery Store,Sprouts Farmers Market,,8601 W Cross Dr # P4,,Littleton,CO,80123.0,(720) 214-0410,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.094357,39.615828,,Marston,Council District 2,{00000000-0000-0000-0000-000000000000}
228,Warehouse Club Store,Sams Club,,4827 S WADSWORTH WAY,,,,,(303) 971-0136,,,,,,,,,,,DEH2014,-105.08818000000001,39.629528,,Marston,Council District 2,{00000000-0000-0000-0000-000000000000}
229,Convenience Store With Gas,7-Eleven,,450 N. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024748,39.723154,,Valverde,Council District 7,{00000000-0000-0000-0000-000000000000}
230,Convenience Store With Gas,7-Eleven,,2299 W. Alameda Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.01416599999999,39.711526,,Valverde,Council District 7,{00000000-0000-0000-0000-000000000000}
231,Convenience Store With Gas,AB Petroleum,,1253 W. Alameda Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.00304399999999,39.711529,,Valverde,Council District 7,{00000000-0000-0000-0000-000000000000}
232,Convenience Store With Gas,Jas Food Mart,,412 N. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02493100000001,39.722336999999996,,Valverde,Council District 7,{00000000-0000-0000-0000-000000000000}
233,Convenience Store With Gas,Phillips 66,,510 N. Bryant St.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.01833799999999,39.724105,,Valverde,Council District 7,{00000000-0000-0000-0000-000000000000}
234,Specialty Food Store,Tortillas Caseras,,110 N. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02457199999999,39.718659,,Valverde,Council District 7,{00000000-0000-0000-0000-000000000000}
235,Convenience Store,Mini Mart,,1502 W. Alameda Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.008871,39.711017,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
236,Closed Convenience Store,Panaderia Los Leales,,506 S. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02468999999999,39.706998,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
237,Convenience Store With Gas,1st Stop,,1989 W. Mississippi Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.012305,39.697091,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
238,Convenience Store With Gas,7-Eleven,,890 S. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024676,39.700612,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
239,Dollar Store,Family Dollar,,1875 W Mississippi Ave,,Denver,CO,80223.0,(303) 742-0323,,,533101.0,452990.0,1185000.0,,7.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-105.01093,39.697265,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
240,Small Grocery Store,Athmar Market,,1789 W Mississippi Ave,,Denver,CO,80223.0,(303) 936-0204,,,541101.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.008982,39.697067,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
241,Small Grocery Store,New Saigon Market,,1076 S Federal Blvd,,Denver,CO,80219.0,(303) 937-7271,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.024726,39.697494,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
242,Supermarket,Pacific Ocean Intl Supermarket,,2200 W Alameda Ave # 2b,,Denver,CO,80223.0,(303) 936-4845,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.01385,39.710074,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
243,Specialty Food Store,Alpine Sausage Co.,,1272 W. Alaska Pl.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.003363,39.708189000000004,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
244,Specialty Food Store,Baker's Palace,,550 S. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024689,39.706649,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
245,Specialty Food Store,La Noria Carniceria Taqueria,,1931 W Mississippi Ave,,Denver,CO,80223.0,(303) 922-3388,,,542107.0,445210.0,1051000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.01173,39.697414,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
246,Specialty Food Store,New Saigon Bakery & Deli,,640 S. Federal Blvd.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02469099999999,39.704777,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
247,Specialty Food Store,Panaderia Castaneda,,1925 W. Mississippi Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.01163000000001,39.697336,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
248,Specialty Food Store,Vinh Xyong Bakery,,2370 W. Alameda Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.015316,39.710956,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
249,Superette,Store Perez  1 Carcineria,,490 S Federal Blvd,,Denver,CO,80219.0,(303) 936-3264,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.02469199999999,39.707716999999995,,Athmar Park,Council District 7,{00000000-0000-0000-0000-000000000000}
250,Convenience Store With Gas,7-Eleven,,567 E LOUISIANA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.980747,39.693225,,Platt Park,Council District 7,{00000000-0000-0000-0000-000000000000}
251,Convenience Store With Gas,Barn Store,,1696 S BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.987154,39.686021999999994,,Platt Park,Council District 7,{00000000-0000-0000-0000-000000000000}
252,Specialty Food Store,Azucar Sweet Shop & Bakery,,1886 S Broadway,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.987197,39.682478,,Platt Park,Council District 7,{00000000-0000-0000-0000-000000000000}
253,Convenience Store,7-Eleven,,2396 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024681,39.673642,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
254,Convenience Store,7-Eleven,,2950 W EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.023673,39.678231,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
255,Convenience Store With Gas,Bradley Petroleum,,1121 E ALAMEDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.97371000000001,39.711354,,Speer,Council District 7,{00000000-0000-0000-0000-000000000000}
256,Dollar Store,Family Dollar,,460 Broadway,,Denver,CO,80203.0,(303) 744-3900,,,533101.0,452990.0,1185000.0,,7.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-104.987132,39.723507,,Speer,Council District 7,{00000000-0000-0000-0000-000000000000}
257,Pharmacy,Walgreen,,120 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98721200000001,39.718942,,Speer,Council District 7,{00000000-0000-0000-0000-000000000000}
258,Convenience Store With Gas,Conoco West Evans,,2110 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02461100000001,39.678227,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
259,Convenience Store With Gas,Diamond Shamrock,,2680 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02468600000002,39.668289,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
260,Convenience Store With Gas,United Mart,,2098 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024599,39.679041,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
261,Dollar Store,Family Dollar,,2792 S Federal Blvd,,Denver,CO,80236.0,(303) 789-4501,,,533101.0,452990.0,1354000.0,,8.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-105.024498,39.665958,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
262,Small Grocery Store,Campos Market,,2135 W EVANS AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.01233,39.678958,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
263,Small Grocery Store,Super Carniceria Compare,,2796 S Federal Blvd,,Denver,CO,80236.0,(303) 761-4430,,,531104.0,452112.0,1761000.0,,8.0,5 to 9,,"40,000+",InfoGroup2014,-105.024497,39.665889,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
264,Specialty Food Store,Las 3 Americas Tortilleria,,2170 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024578,39.677453,,College View - South Platte,Council District 7,{00000000-0000-0000-0000-000000000000}
265,Convenience Store,7-Eleven,,1450 S Santa Fe Dr,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99184199999999,39.690383000000004,,Overland,Council District 7,{00000000-0000-0000-0000-000000000000}
266,Convenience Store With Gas,7-Eleven,,1585 S BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98791899999999,39.687813,,Overland,Council District 7,{00000000-0000-0000-0000-000000000000}
267,Convenience Store With Gas,Barn Store,,1201 S BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.987845,39.694497,,Overland,Council District 7,{00000000-0000-0000-0000-000000000000}
268,Convenience Store With Gas,Circle K,,411 W Florida Ave,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.993027,39.689902000000004,,Overland,Council District 7,{00000000-0000-0000-0000-000000000000}
269,Convenience Store With Gas,AA&H Diamond,,2360 W. Mississippi Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.01525500000001,39.696475,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
270,Convenience Store With Gas,Florida Gas Station,,1498 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.024597,39.689751,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
271,Convenience Store With Gas,Texaco (Super Save),,1506 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.02456799999999,39.689240000000005,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
272,Dollar Store,Family Dollar,,1320 S Federal Blvd,,Denver,CO,80219.0,(303) 727-7585,,,533101.0,452990.0,846000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.02427800000001,39.692229,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
273,Small Grocery Store,Store Perez,,1798 W Mississippi Ave,,Denver,CO,80223.0,(303) 936-5946,,,541105.0,445110.0,1032000.0,,4.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.00843200000001,39.696459999999995,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
274,Small Grocery Store,Lowes Mercado,,1320 S Federal Blvd,,Denver,CO,80219.0,(303) 922-7412,,,541105.0,445110.0,21932000.0,,85.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.024279,39.692228,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
275,Specialty Food Store,Tortilleria Colorado,,2050 W. Mississippi Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.01333899999999,39.696508,,Ruby Hill,Council District 7,{00000000-0000-0000-0000-000000000000}
276,Convenience Store,First Avenue Market,,305 W 1st Ave,,Denver,CO,80223.0,(303) 744-1095,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.99238000000001,39.718495000000004,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
277,Convenience Store,La Tiendita,,713 W 4th Ave,,Denver,CO,80223.0,(303) 534-1114,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.99683200000001,39.722832000000004,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
278,Convenience Store,Sunrise Foods,,421 W 4TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99365300000001,39.722832000000004,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
279,Convenience Store With Gas,7-Eleven,,303 N SANTA FE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.998948,39.721191,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
280,Convenience Store With Gas,7-Eleven,,303 N BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98798700000002,39.721292,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
281,Convenience Store With Gas,7-Eleven,,85 W. Alameda Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98961899999999,39.711488,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
282,Convenience Store With Gas,Barn Store,,295 S BROADWAY,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98798000000001,39.711519,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
283,Dollar Store,Dollar Tree,,407 S Broadway # 400,,Denver,CO,80209.0,(303) 733-3965,,,533101.0,452990.0,1862000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-104.987624,39.709042,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
284,Supermarket,Albertsons,,323 S Broadway,,Denver,CO,80209.0,(303) 744-8660,,,541105.0,445110.0,28382000.0,,110.0,100 to 249,,"40,000+",InfoGroup2014,-104.987652,39.710491999999995,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
285,Specialty Food Store,Colorado Nut Company,,2 N. Kalamath St.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.999843,39.716840999999995,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
286,Specialty Food Store,Denver Urban Homesteading,,200 N SANTA FE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99826999999999,39.719566,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
287,Specialty Food Store,Lamar's Donuts,,990 W. 6th Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99955,39.725465,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
288,Warehouse Club Store,Sams Club,,505 S Broadway,,Denver,CO,80209.0,(303) 722-2152,,,531110.0,452910.0,33025000.0,,150.0,100 to 249,,"40,000+",InfoGroup2014,-104.98768999999999,39.707349,,Baker,Council District 7,{00000000-0000-0000-0000-000000000000}
289,Small Grocery Store,Sprouts Farmers Market,,197 E Mississippi Ave,,Denver,CO,80209.0,(720) 458-2873,,,,,,,,,,,DEH2015,-104.98528600000002,39.696866,,Washington Park West,Council District 7,{00000000-0000-0000-0000-000000000000}
290,Supermarket,Whole Foods,,1111 S Washington St,,Denver,CO,80210.0,(303) 733-6201,,,541105.0,445110.0,11611000.0,,45.0,20 to 49,,"2,500 - 9,999",InfoGroup2014,-104.979828,39.695707,,Washington Park West,Council District 7,{00000000-0000-0000-0000-000000000000}
291,Convenience Store With Gas,7-Eleven,,607 E ALAMEDA AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98018700000002,39.711262,,Speer,Council District 7,{00000000-0000-0000-0000-000000000000}
292,Specialty Food Store,Panaderia Mexico,,3637 W 1ST AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.035754,39.718394,,Barnum,Council District 3,{00000000-0000-0000-0000-000000000000}
293,Superette,Carniceria Zacatecas,,70 Knox Ct,,Denver,CO,80219.0,(303) 934-0681,,,542107.0,445210.0,420000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.032103,39.717874,,Barnum,Council District 3,{00000000-0000-0000-0000-000000000000}
294,Convenience Store With Gas,AB Petroleum,,502 N SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.05275800000001,39.724332000000004,,Barnum West,Council District 3,{00000000-0000-0000-0000-000000000000}
295,Small Grocery Store,Carniceria Guadalajara,,5185 W 1st Ave,,Denver,CO,80219.0,(303) 937-7132,,,541105.0,445110.0,1548000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.052728,39.718594,,Barnum West,Council District 3,{00000000-0000-0000-0000-000000000000}
296,Convenience Store,Villa Park Market,,1000 Knox Ct,,Denver,CO,80204.0,,,,,,,,,,,,,-105.031798,39.733181,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
297,Convenience Store With Gas,Bradley Petroleum,,1015 N SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.05357099999999,39.733348,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
298,Dollar Store,Family Dollar,,998 Sheridan Blvd,,Denver,CO,80214.0,(720) 904-6899,,,533101.0,452990.0,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.05261499999999,39.732877,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
299,Small Grocery Store,Fruteria LA Mexicana,,706 Sheridan Blvd,,Denver,CO,80214.0,(303) 825-3370,,,542107.0,445210.0,1051000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.052572,39.728345000000004,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
300,Small Grocery Store,Perry Market,,3925 W 6TH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.03902,39.725867,,Villa Park,Council District 3,{00000000-0000-0000-0000-000000000000}
301,Convenience Store,7-Eleven,,3445 W Colfax Ave,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.032772,39.740619,,West Colfax,Council District 3,{00000000-0000-0000-0000-000000000000}
302,Convenience Store,7-Eleven,,1490 N PERRY ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.03896599999999,39.740065,,West Colfax,Council District 3,{00000000-0000-0000-0000-000000000000}
303,Convenience Store,Q Superette K,,3519 W COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.03385700000001,39.740617,,West Colfax,Council District 3,{00000000-0000-0000-0000-000000000000}
304,Dollar Store,Family Dollar,,1845 Federal Blvd # B,,Denver,CO,80204.0,(303) 477-2331,,,533101.0,452990.0,1016000.0,,6.0,5 to 9,,"0 - 2,499",InfoGroup2014,-105.025248,39.745646,,West Colfax,Council District 3,{00000000-0000-0000-0000-000000000000}
305,Closed Small Grocery Store,Mi Pueblo Market,,3200 West Colfax,,,,,303-865-4399,,,,,,,,,,,OED,-105.02792109999999,39.739915,,West Colfax,Council District 3,{00000000-0000-0000-0000-000000000000}
306,Convenience Store,American Way Market,,1115 W 11th Ave,,Denver,CO,80204.0,(303) 825-0970,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.00203300000001,39.733810999999996,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
307,Convenience Store,Rio Grande Grocery Store,,1133 W 8th Ave,,Denver,CO,80204.0,(303) 628-0622,,,541105.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.00243600000002,39.729132,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
308,Convenience Store,Santa Fe Convenience Store,,698 N SANTA FE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.998287,39.727135,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
309,Convenience Store,U Mart Food Store,,925 W 8th Ave,,Denver,CO,80204.0,,,,,,,,,,,,,-104.99923600000001,39.729113,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
310,Convenience Store With Gas,7-Eleven,,1107 N. Santa Fe Dr.,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.99891000000001,39.733957000000004,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
311,Convenience Store With Gas,AB Petroleum,,620 N SANTA FE DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.998283,39.726171,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
312,Convenience Store With Gas,Circle K,,1300 W. Colfax Ave.,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.003606,39.739656,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
313,Pharmacy,Smith's Food & Drug Ctr,,869 Santa Fe Dr,,Denver,CO,80204.0,(303) 534-0123,,,541105.0,445110.0,1290000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.998827,39.730216999999996,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
314,Supermarket,King Soopers,,1331 Speer Blvd,,Denver,CO,80204.0,(303) 571-1943,,,541105.0,445110.0,25802000.0,,100.0,100 to 249,,"40,000+",InfoGroup2014,-104.99783400000001,39.737656,,Lincoln Park,Council District 3,{00000000-0000-0000-0000-000000000000}
315,Convenience Store With Gas,K-Stop Gas and Groceries,,4305 S LOWELL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.035098,39.638189000000004,,Fort Logan,Council District 2,{00000000-0000-0000-0000-000000000000}
316,Convenience Store,7-Eleven,,2790 S WADSWORTH BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.08071399999999,39.665715999999996,,Bear Valley,Council District 2,{00000000-0000-0000-0000-000000000000}
317,Convenience Store With Gas,1st Stop,,2900 S WADSWORTH BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.08078200000001,39.663939,,Bear Valley,Council District 2,{00000000-0000-0000-0000-000000000000}
318,Convenience Store With Gas,Bear Valley Conoco,,3097 S SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.053595,39.656490000000005,,Bear Valley,Council District 2,{00000000-0000-0000-0000-000000000000}
319,Supermarket,Walmart,,3125 S Sheridan Blvd,,Denver,CO,80227.0,(303) 985-0217,,,531102.0,452111.0,50638000.0,,230.0,100 to 249,,"40,000+",InfoGroup2014,-105.05441699999999,39.655333,,Bear Valley,Council District 2,{00000000-0000-0000-0000-000000000000}
320,Convenience Store With Gas,Bradley Petroleum,,5100 W DARTMOUTH AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.04978500000001,39.656275,,Harvey Park South,Council District 2,{00000000-0000-0000-0000-000000000000}
321,Dollar Store,Dollar Tree,,3100 S Sheridan Blvd,,Denver,CO,80227.0,(303) 934-4820,,,533101.0,452990.0,1862000.0,,11.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.05276599999999,39.654617,,Harvey Park South,Council District 2,{00000000-0000-0000-0000-000000000000}
322,Supermarket,King Soopers,,3100 S Sheridan Blvd # 200,,Denver,CO,80227.0,(303) 937-4400,,,541105.0,445110.0,61925000.0,,240.0,100 to 249,,"40,000+",InfoGroup2014,-105.048303,39.655654,,Harvey Park South,Council District 2,{00000000-0000-0000-0000-000000000000}
323,Convenience Store,7-Eleven,,2201 S SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.053673,39.675409,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
324,Convenience Store With Gas,Country Gas,,3100 W JEWELL AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.025915,39.680409000000004,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
325,Convenience Store With Gas,Phillips Petroleum Co,,1901 S SHERIDAN BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.053721,39.681917999999996,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
326,Dollar Store,Family Dollar,,2085 S Federal Blvd,,Denver,CO,80219.0,(303) 936-6565,,,533101.0,452990.0,1185000.0,,7.0,5 to 9,,"2,500 - 9,999",InfoGroup2014,-105.026128,39.680382,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
327,Small Grocery Store,Leever's / Save A Lot,,1951 S Federal Blvd,,Denver,CO,80219.0,(303) 407-0430,,,541105.0,445110.0,4386000.0,,17.0,10 to 19,,"2,500 - 9,999",InfoGroup2014,-105.02608799999999,39.680444,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
328,Closed Supermarket,Safeway,,1955 S Sheridan Blvd,,Denver,CO,80227.0,(303) 989-9892,,,541105.0,445110.0,21932000.0,,85.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-105.05461799999999,39.681331,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
329,Specialty Food Store,Encanto Botanica,,2039 S Federal Blvd,,Denver,CO,80219.0,(303) 935-2470,,,541105.0,445110.0,774000.0,,3.0,1 to 4,,"0 - 2,499",InfoGroup2014,-105.026128,39.680382,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
330,Specialty Food Store,San Antonia Fresh Mexican Bakery & Juice Bar,,2007 S FEDERAL BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-105.026128,39.680382,,Harvey Park,Council District 2,{00000000-0000-0000-0000-000000000000}
331,Specialty Food Store,Nooch Vegan Market,,10 E Ellsworth Ave,,Denver,CO,80209.0,(720) 328-5324,,,541101.0,445110.0,516000.0,,2.0,1 to 4,,"0 - 2,499",InfoGroup2014,-104.987035,39.716467,,Speer,Council District 7,{00000000-0000-0000-0000-000000000000}
332,Convenience Store,Vincent Convenience Market,,1906 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.964408,39.739861,,Cheesman Park,Council District 10,{00000000-0000-0000-0000-000000000000}
333,Dollar Store,Family Dollar,,1700 E Colfax Ave,,Denver,CO,80218.0,(303) 321-0180,,,533101.0,452990.0,846000.0,,5.0,5 to 9,,"0 - 2,499",InfoGroup2014,-104.96687299999999,39.73968,,Cheesman Park,Council District 10,{00000000-0000-0000-0000-000000000000}
334,Pharmacy,Walgreen,,2000 E COLFAX AVE,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.963127,39.739432,,Cheesman Park,Council District 10,{00000000-0000-0000-0000-000000000000}
335,Convenience Store With Gas,AB Petroleum,,303 S COLORADO BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.94106399999998,39.711075,,Belcaro,Council District 10,{00000000-0000-0000-0000-000000000000}
336,Convenience Store With Gas,Waterway Gas & Wash,,3875 E CHERRY CREEK NORTH DR,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.941826,39.707729,,Belcaro,Council District 10,{00000000-0000-0000-0000-000000000000}
337,Convenience Store With Gas,Conoco,,505 E SPEER BLVD,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.98073799999999,39.722297999999995,,Speer,Council District 10,{00000000-0000-0000-0000-000000000000}
338,Supermarket,Safeway,,560 Corona St,,Denver,CO,80218.0,(303) 777-1231,,,541105.0,445110.0,18061000.0,,70.0,50 to 99,,"2,500 - 9,999",InfoGroup2014,-104.973509,39.724981,,Speer,Council District 10,{00000000-0000-0000-0000-000000000000}
339,Supermarket,Trader Joe's,,661 Logan Street,,Denver,CO,80203.0,(303) 318-7112,,,,,,,,,,,OED,-104.98241599999999,39.726632,,Speer,Council District 10,{00000000-0000-0000-0000-000000000000}
340,Convenience Store With Gas,7-Eleven,,580 N JOSEPHINE ST,,Denver,CO,,,,,,,,,,,,,DEH2014,-104.95793,39.725418,,Cherry Creek,Council District 10,{00000000-0000-0000-0000-000000000000}
